project_name,project_ticker,project_link,project_round,project_total_raised,project_pre_valuation,project_categories,project_roi,project_date,project_total_investors
Themis,TMS,https://icodrops.com/themis/,IDO on DAO Maker,2600000,30000000,Protocol,,2021-12-12,3
BlockchainSpace,GUILD,https://icodrops.com/blockchainspace/,Liquidity Bootstrapping Pool on the Copper,20470000,2009999,Metaverse,0.01,2021-12-08,28
Hashtagger,MOOO,https://icodrops.com/hashtagger/,IDO on DuckSTARTER,464000,737700,Cryptocurrency,0.03,2021-12-13,5
Hololoot,HOL,https://icodrops.com/hololoot/,Public Sale,3310000,11380,Metaverse,0.01,2021-12-12,25
Manchester City Fan Token,CITY,https://icodrops.com/manchester-city-fan-token/,Main Sale,,37840000,Sport,0.15,2021-11-11,0
DeHorizon,DEVT,https://icodrops.com/dehorizon/,Public Sale,8560000,19710,Gaming,0.01,2021-12-01,25
Cornucopias,COPI,https://icodrops.com/cornucopias/,IDO on Vent Finance,600000,135670000,Gaming,9.68,2021-12-10,0
New Order,NEWO,https://icodrops.com/new-order/,IDO on MISO,10800000,3130000,DeFi,0.01,2021-12-09,10
1Sol Protocol,1SOL,https://icodrops.com/1sol-protocol/,IDO on DAO Maker,2500000,1640000,DEX,0.04,2021-12-08,5
Blockasset,BLOCK,https://icodrops.com/blockasset/,IDO on Gate.io,4540000,26410000,Solana Ecosystem,1.06,2021-12-01,10
Lumerin,LMR,https://icodrops.com/lumerin/,Main Sale Option 3,20450000,11240000,Web 3.0,0.02,2021-12-01,5
Quizarena,QZA,https://icodrops.com/quizarena/,IDO on BSCstation,1240000,6400000,Gaming,,2021-12-08,14
UX Chain (Umee),UMEE,https://icodrops.com/ux-chain-umee/,Main Sale Option 2,38300000,8410000,DeFi,0.01,2021-12-01,10
Soldex,SOLX,https://icodrops.com/soldex/,IDO on TruePNL,3000000,98800,Solana Ecosystem,0.01,2021-12-08,5
MeLand.ai,MELD,https://icodrops.com/meland-ai/,IDO on Poolz,2450000,17730,Gaming,0.01,2021-12-07,16
Rikkei Finance,RIFI,https://icodrops.com/rikkei-finance/,IDO on Huobi Prime,6600000,50000000,DeFi,0.01,2021-12-07,15
Sheesha Finance Polygon,MSHEESHA,https://icodrops.com/sheesha-finance-polygon/,IDO on Starter,3400000,181900,Finance,0.01,2021-12-06,0
Thunder Token,TT,https://icodrops.com/thunder-token/,IEO on Gate.io,109270000,41490000,Blockchain,0.21,2021-12-05,10
Acala Network Crowdloan,ACA,https://icodrops.com/acala-network-crowdloan/,ICO,,123850000,DeFi,0.05,2021-01-01,18
DexBrowser,BRO,https://icodrops.com/dexbrowser/,IDO,2220000,109200,DeFi,0.01,2021-12-05,18
GuildFi,GF,https://icodrops.com/guildfi/,IDO on Copper,145760000,179800000,Gaming,0.04,2021-12-01,11
Flux Protocol,FLX,https://icodrops.com/flux-protocol/,LBP by Balancer,21840000,51480000,Protocol,0.03,2021-12-01,18
Landshare,LAND,https://icodrops.com/landshare/,IEO on Gate.io,750000,8220000,Real Estate,0.17,2021-12-03,2
Creaticles,CRE8,https://icodrops.com/creaticles/,IDO on MISO,40050000,712500,NFT,0.01,2021-12-01,0
Mint Club,MINT,https://icodrops.com/mint-club/,IDO on Gate.io,57600000,3240000,Platform,0.14,2021-12-02,0
Attack Wagon,ATK,https://icodrops.com/attack-wagon/,IDO on Seedify,2280000,166600,Gaming,0.01,2021-12-03,16
Operon Origins,ORO,https://icodrops.com/operon-origins/,IEO on Gate.io,2190000,62720,Gaming,0.01,2021-12-03,18
Street Runner,SRG,https://icodrops.com/street-runner/,Public Sale,2340000,12800000,Gaming,1.62,2021-11-19,1
Real Realm,REAL,https://icodrops.com/real-realm/,IDO on Gate.io,1640000,16239,Gaming,0.01,2021-12-01,10
Fintropy,FINT,https://icodrops.com/fintropy/,IDO on Lighning Protocol,1650000,6150,Polygon Ecosystem,0.01,2021-12-02,5
MooMonster,MOO,https://icodrops.com/moomonster/,IEO on Gate.io,1810000,44760,Gaming,0.01,2021-12-01,27
Prometheus,MGA,https://icodrops.com/prometheus/,IDO on DAO Maker,,38550,Gaming,0.01,2021-11-27,12
TabTrader,TTT,https://icodrops.com/tabtrader/,IDO on Raydium,10400000,2270000,DeFi,0.02,2021-12-01,5
DopeWarz,DRUG,https://icodrops.com/dopewarz/,IDO on Red Kite,3550000,717820,Gaming,0.03,2021-12-01,7
Biconomy,BICO,https://icodrops.com/biconomy/,IDO on Huobi Prime,24300000,331600000,DeFi,1.11,2021-12-01,36
Monkey League,MBS,https://icodrops.com/monkey-league/,Main Sale,,40000000,Gaming,,2021-11-30,0
Moonbeam Сrowdloan,GLMR,https://icodrops.com/moonbeam-crowdloan/,Main Sale,,,Blockchain,,2021-11-05,0
Versus Farm,VERSUS,https://icodrops.com/versus-farm/,Public Sale,120000,1350,Gaming,0.01,2021-12-01,1
Metagame Arena,MGA,https://icodrops.com/metagame-arena/,IDO on GameFi,1960000,38550,Gaming,0.01,2021-11-30,5
xHashtag,XTAG,https://icodrops.com/xhashtag/,IDO on Gate.io,2850000,3340000,Infrastructure,0.13,2021-11-29,18
BitOrbit,BITORB,https://icodrops.com/bitorbit/,Airdrop,290000,590600,BSCPad IDO,0.1,2021-12-01,0
Uplift,LIFT,https://icodrops.com/uplift/,Main Sale,1200000,21830,Cryptocurrency,,2021-11-30,0
Wolf Game,WOOL,https://icodrops.com/wolf-game/,Main Sale,,132770,Meme,0.01,2021-11-30,0
MADworld,UMAD,https://icodrops.com/madworld/,IDO on Animoca Brands,7540000,148200,NFT,0.01,2021-11-29,8
Pacific,PAF,https://icodrops.com/pacific/,IDO on Gate.io,3100000,124800,NFT,0.01,2021-11-28,19
Dtravel,TRVL,https://icodrops.com/dtravel/,IDO on Bybit,8359999,42960000,Ethereum Ecosystem,0.48,2021-11-21,14
Heroes TD,HTD,https://icodrops.com/heroes-td/,IDO on Kaistarter,2500000,2410000,Gaming,0.09,2021-11-28,11
Anomus Coin,ANOM,https://icodrops.com/anomus-coin/,IDO on Starter XYZ,2230000,31120,Protocol,0.01,2021-11-26,14
ConstitutionDAO,PEOPLE,https://icodrops.com/constitutiondao/,IEO on Gate.io,22040000,233730000,Meme,0.94,2021-11-27,1
CryptoMines Eternal,ETERNAL,https://icodrops.com/cryptomines-eternal/,IEO on Gate.io,535700,1020000,Play to Earn,0.01,2021-11-27,0
Mines Of Dalarnia,DAR,https://icodrops.com/mines-of-dalarnia/,Launchpool,3660000,137280000,Gaming,2.29,2021-10-29,10
InPoker,INP,https://icodrops.com/inpoker/,IDO on BinStarter,1450000,101400,BNB Chain Ecosystem,0.01,2021-11-25,18
Holoride,RIDE,https://icodrops.com/holoride/,IDO on Maiar Launchpad,17900000,2750000,Entertainment,0.07,2021-11-26,11
MonoX,MONO,https://icodrops.com/monox/,IDO on Huobi Prime,5460000,50000000,DEX,0.01,2021-11-25,1
Pintu Token,PTU,https://icodrops.com/pintu-token/,Public Sale,155000000,57450000,Cryptocurrency,0.77,2021-11-25,8
Waves.Exchange,WX,https://icodrops.com/waves-exchange/,IDO Round,17510000,16430000,DEX,0.02,2021-11-04,0
DeFi Land,DFL,https://icodrops.com/defi-land/,IDO on Raydium,4550000,5750000,DeFi,0.12,2021-11-23,23
Dvision Network,DVI,https://icodrops.com/dvision-network/,IDO on NFTb,306850,13700000,NFT,0.03,2021-11-24,11
Jumbo,JUM,https://icodrops.com/jumbo/,Public Sale,120000,0,DeFi,0.01,2021-11-24,0
MS Token,MS,https://icodrops.com/ms-token/,Main Sale,,525000000,Blockchain Service,,2021-11-16,0
Lovelace World,LACE,https://icodrops.com/lovelace-world/,IDO on AdaPad,1750000,37080,Infrastructure,0.01,2021-11-23,7
Taboo Token,TABOO,https://icodrops.com/taboo-token/,IDO on Gate.io,121220,2380000,NFT,0.01,2021-11-23,0
Blue Horizon,BLH,https://icodrops.com/blue-horizon/,IDO on LuaSwap,815000,1270,DeFi,0.01,2021-11-22,5
Millennium Sapphire,MSTO,https://icodrops.com/millennium-sapphire/,Public Sale,2000000,24760000,NFT,0.05,2021-11-16,0
The Killbox Game,KBOX,https://icodrops.com/the-killbox-game/,IDO on Red Kite,6410000,188610,Gaming,0.01,2021-11-23,13
Genshiro,GENS,https://icodrops.com/genshiro/,Parachain Auction,8000000,121320,DeFi,0.01,2021-06-11,16
SPACEY,SPAY,https://icodrops.com/spacey/,IGO on GameFi,16190000,700000,Metaverse,0.01,2021-11-21,21
Apricot Finance,APR,https://icodrops.com/apricot-finance/,IDO on Apricot,16800000,213800,Lending Platform,0.01,2021-11-18,19
Ardana,DANA,https://icodrops.com/ardana/,IEO on Gate.io,12410000,203250,DeFi,0.01,2021-11-21,13
Evrynet,EVRY,https://icodrops.com/evrynet/,IEO on Gate.io,7200000,13200000,DeFi,0.13,2021-10-20,7
Niftify,NIFT,https://icodrops.com/niftify/,IEO on MEXC Launchpad,3820000,54640,NFT,0.01,2021-11-20,16
DAOLaunch,DAL,https://icodrops.com/daolaunch/,IEO on Gate.io,1730000,70260,Launchpad,0.01,2021-11-18,10
Boba,BOBA,https://icodrops.com/boba/,$OMG Token Holders (Airdrop),45000000,102900000,Layer-2,0.21,2021-11-12,25
Titan Hunters,TITA,https://icodrops.com/titan-hunters/,Public Sale,2270000,2710000,Gaming,0.23,2021-11-16,17
Velas,VLX,https://icodrops.com/velas/,IEO on Gate.io,20050000,25610000,Blockchain,0.03,2021-11-18,12
Aurora,AURORA,https://icodrops.com/aurora/,IDO on Boca Chica,17770000,211980000,Blockchain,0.21,2021-11-11,8
CoreStarter,CSTR,https://icodrops.com/corestarter/,IDO on Gate.io,1470000,54140,Launchpad,0.01,2021-11-17,11
Acala Network,ACA,https://icodrops.com/acala-network/,Crowdloan,1460000000,123850000,DeFi,0.1,2021-12-01,15
Coma Online,POG,https://icodrops.com/polygonum/,IDO on DAO Maker,1800000,8000000,Gaming,0.01,2021-11-15,14
Doge Dash,DOGEDASH,https://icodrops.com/doge-dash/,IDO on Gate.io,272430,73000,Games,0.01,2021-11-17,0
Centaurify,CENT,https://icodrops.com/centaurify/,IDO on OccamRazer,500000,19240,Cryptocurrency,0.01,2021-11-16,10
CyberDragon Gold,GOLD,https://icodrops.com/cyberdragon-gold/,IEO on Gate.io,60000,507500000,Games,0.01,2021-11-17,0
Dexsport,DESU,https://icodrops.com/dexsport/,IDO on SuperLauncher,2660000,10470000,Sport,0.47,2021-11-17,6
K21,K21,https://icodrops.com/k21/,Charity Token Auction,2230000,1370000,NFT,0.03,2021-11-05,8
FC Porto Fan Token,PORTO,https://icodrops.com/fc-porto-fan-token/,Binance Launchpad,4000000,61040000,Fan Token,1.53,2021-11-06,0
Fabwelt,WELT,https://icodrops.com/fabwelt/,IDO on MaticLaunch,1030000,1370000,Play to Earn,0.19,2021-11-14,12
Dogs Of Elon,DOE,https://icodrops.com/dogs-of-elon/,Public Presale,7510000,77120,Meme,0.02,2021-10-20,0
ASPO World,ASPO,https://icodrops.com/aspo-world/,IDO on GameFi,250000,829000,Metaverse,0.03,2021-11-14,9
UXD Protocol,UXP,https://icodrops.com/uxd-protocol/,Public Sale,60100000,105770000,Algorithmic Stablec…,0.08,2021-11-12,8
The Spartans,TSP,https://icodrops.com/the-spartans/,Pre-Sale,1400000,13350,Gaming,0.01,2021-11-13,3
Numbers Protocol,NUM,https://icodrops.com/numbers/,IDO on DAO Maker,6530000,43640000,Media,1.49,2021-11-10,3
Guild of Guardians,GOG,https://icodrops.com/guild-of-guardians/,Main Sale Option 2,6700000,37990000,Gaming,0.5,2021-11-11,11
PolyDoge,POLYDOGE,https://icodrops.com/polydoge/,IEO on Gate.io,150000,10260000,Meme,0.16,2021-11-10,0
Trusted Node,TNODE,https://icodrops.com/trusted-node/,IDO on TrustSwap,2100000,690020,DeFi,0.03,2021-11-09,6
Vee.Finance,VEE,https://icodrops.com/vee-finance/,IDO on Cobak,7500000,562300,Avalanche Ecosystem,0.01,2021-11-10,25
CateCoin,CATE,https://icodrops.com/catecoin/,IEO on Gate.io,175080,200000,Meme,0.04,2021-11-10,0
HappyFans,HAPPY,https://icodrops.com/happyfans/,IDO on BSCPad,1900000,13000,Social,0.01,2021-11-10,0
MarsDAO,MDAO,https://icodrops.com/marsdao/,Whitelist Sale,10500000,5400000,DAO,0.05,2021-12-01,0
PlayPad,PPAD,https://icodrops.com/playpad/,IDO on PlayPad,825000,45850,Gaming,0.01,2021-11-10,22
X Protocol,POT,https://icodrops.com/x-protocol/,IEO on Gate.io,200000,21660,Metaverse,0.01,2021-11-09,17
LuxFi,LXF,https://icodrops.com/luxfi/,IDO on BitMart,1680000,43630,NFT,0.01,2021-11-08,6
Project SEED,SHILL,https://icodrops.com/project-seed/,IDO,3400000,816900,Gaming,0.03,2021-11-09,27
Cere Network,CERE,https://icodrops.com/cere-network/,IDO on Polkastarter,93930000,40720000,Big Data,0.17,2021-11-08,32
PixelVerse,PIXEL,https://icodrops.com/pixelverse/,IDO on Gate.io,1820000,395700,NFT,0.03,2021-11-06,13
Sator,SAO,https://icodrops.com/sator/,IEO on Gate.io,2049999,85050,Entertainment,0.01,2021-11-06,14
Immutable X,IMX,https://icodrops.com/immutable-x/,IDO on Huobi Prime,298560000,2700000000,Layer-2,8.46,2021-12-01,27
Mimir,MIMIR,https://icodrops.com/mimir/,IDO on Gate.io,170000,128699,Gaming,0.01,2021-11-04,6
Chingari,GARI,https://icodrops.com/chingari/,Main Sale,,400000000,,,2021-11-02,0
Half Pizza,PIZA,https://icodrops.com/half-pizza/,IEO on Gate.io,149670,17000,Gaming,0.01,2021-11-04,0
Rich Quack,QUACK,https://icodrops.com/rich-quack/,IEO on Gate.io,10000,81900000,Meme,0.31,2021-11-04,0
King Shiba,KINGSHIB,https://icodrops.com/king-shiba/,IDO on Gate.io,190000,498620,Meme,0.02,2021-11-03,0
DOSE Token,DOSE,https://icodrops.com/dose-token/,IDO on Gate.io,3220000,3950000,Cryptocurrency,0.03,2021-11-04,7
SpiritSwap,SPIRIT,https://icodrops.com/spiritswap/,IDO on Gate.io,80000,669500,DEX,0.01,2021-11-02,0
Gaia Everworld,GAIA,https://icodrops.com/gaia-everworld/,IDO on GameStation,4590000,1350000,Gaming,0.02,2021-11-01,21
Swash,SWASH,https://icodrops.com/swash/,Public Sale,11710000,5650000,DeFi,0.06,2021-10-29,17
Kalmar,KALM,https://icodrops.com/kalmar/,Airdrop,2900000,142800,DeFi,0.01,2021-09-01,5
Scallop,SCLP,https://icodrops.com/scallop/,Public Sale,2460000,13530000,DeFi,0.9,2021-10-27,14
Ghospers Game,GHSP,https://icodrops.com/ghospers-game/,IDO on BSCPad,230000,81140,Gaming,0.1,2021-10-30,3
ENNO Cash,ENNO,https://icodrops.com/enno-cash/,IDO on Gate.io,1340000,170760,Wallet,0.02,2021-10-29,5
Pontoon,TOON,https://icodrops.com/pontoon/,IDO on Hot Cross,3930000,2210,DeFi,0.01,2021-10-28,8
Clearpool,CPOOL,https://icodrops.com/clearpool/,Public Round DaoMaker,3250000,437500000,DeFi,11.0,2021-10-26,24
NFT Champions,CHAMP,https://icodrops.com/nft-champions/,IEO on Gate.io,1600000,1460000,NFT,0.15,2021-10-26,4
OneArt,1ART,https://icodrops.com/oneart/,IDO on Scaleswap,1810000,2340000,Fantom Ecosystem,0.04,2021-10-26,6
Saitama,SAITAMA,https://icodrops.com/saitama/,IEO on Gate.io,100000,72260000,Memes,0.02,2021-10-25,0
Aurory,AURY,https://icodrops.com/aurory/,Main Sale,108850000,22120000,Gaming,0.01,2021-10-21,8
Baked Token,BAKED,https://icodrops.com/baked-token/,IDO on TrustPad,1420000,337200,Infrastructure,0.04,2021-10-22,8
StrongNode,SNE,https://icodrops.com/strongnode/,IDO on Starter,2080000,19200,Infrastructure,0.01,2021-10-21,8
Lazio Fan Token,LAZIO,https://icodrops.com/lazio-fan-token/,Binance Launchpad,4000000,61160000,Fan Token,1.53,2021-10-14,0
Envelop,NIFTSY,https://icodrops.com/envelop/,IEO on ENVELOP,235000,2670000,NFT,0.18,2021-10-21,12
Demole,DMLG,https://icodrops.com/demole/,Public Sale,2120000,48150,Gaming,0.01,2021-10-16,10
Cryptopolis,CPO,https://icodrops.com/cryptopolis/,IDO on BSCPad,2040000,12630,Gaming,0.01,2021-10-18,5
Crypto Gaming United,CGU,https://icodrops.com/crypto-gaming-united/,IDO on TimeX,17500000,1680000,Gaming,0.01,2021-10-18,2
Sinverse,SIN,https://icodrops.com/sinverse/,IDO on Red Kite,4760000,3770000,NFT,0.19,2021-10-17,15
gotEM,GOTEM,https://icodrops.com/gotem/,IDO,650250,4200,DeFi,0.01,2021-10-16,0
HurricaneSwap,HCT,https://icodrops.com/hurricaneswap/,IDO on Gate.io,4250000,108720,Yield Farming,0.01,2021-10-15,18
Dreams Quest,DREAMS,https://icodrops.com/dreams-quest/,IDO on Red Kite,3120000,864390,Gaming,0.04,2021-10-15,20
FireStarter,FLAME,https://icodrops.com/firestarter/,IDO on FireStarter,1410000,2340000,Launchpad,0.39,2021-10-13,7
Wallfair,WFAIR,https://icodrops.com/wallfair/,IDO on TrustPad,2720000,182000,Governance Token,0.01,2021-10-12,3
KSM Starter,KST,https://icodrops.com/ksm-starter/,Main Sale,,123360,Blockchain Service,0.02,2021-10-07,0
Beta Finance,BETA,https://icodrops.com/beta-finance/,Binance Launchpad,11550000,46840000,Lending Platform,0.78,2021-09-30,7
Clout.art,SWAY,https://icodrops.com/cloutart/,IDO on Gate.io,1110000,182000,NFT,0.03,2021-10-06,0
AstroSwap,ASTRO,https://icodrops.com/astroswap/,IDO on AdaPad,1150000,520840,DEX,0.14,2021-10-07,1
YouClout,YCT,https://icodrops.com/youclout/,IDO on OccamRazer,2770000,51500,NFT,0.01,2021-10-05,15
Pledge Finance,PLGR,https://icodrops.com/pledge-finance/,Public Sale Round 3,30420000,635100,Finance,0.01,2021-10-05,3
Picipo,PICIPO,https://icodrops.com/picipo/,IDO on DuckSTARTER,1450000,5020,NFT,0.01,2021-10-04,15
My Master War,MAT,https://icodrops.com/my-master-war/,IDO on GameFi,1500000,121400,Gaming,0.01,2021-10-04,7
Gro Protocol,GRO,https://icodrops.com/gro-protocol/,LBP by Balancer,9150000,930250,Yield Aggregator,0.01,2021-09-01,8
Pontem Network,PONT,https://icodrops.com/pontem-network/,Public Sale,10500000,42210000,Aptos Ecosystem,0.95,2021-12-01,27
NFTY,NFTY,https://icodrops.com/nfty/,IAO on ApeSwap,2089999,269630,NFT,0.02,2021-09-29,0
GameZone,GZONE,https://icodrops.com/gamezone/,IDO on AdaPad,550000,7910000,BSCPad IDO,1.9,2021-09-30,0
Enjinstarter,EJS,https://icodrops.com/enjinstarter/,IDO on EnjinStarter,10930000,6360000,Web 3.0,0.16,2021-09-30,35
Brokoli Network,BRKL,https://icodrops.com/brokoli-network/,IDO,2250000,551620,NFT,0.07,2021-09-28,9
Divergence,DIVER,https://icodrops.com/divergence/,Main Sale,,10260000,DeFi,0.03,2021-09-27,0
Divergence Protocol,DIVER,https://icodrops.com/divergence-protocol/,LBP by Balancer,8600000,10240000,DeFi,0.03,2021-09-27,15
Evanesco,EVA,https://icodrops.com/evanesco/,IEO on Gate.io,404780,20610,Platform,0.01,2021-09-28,15
Knight War Spirits,KWS,https://icodrops.com/knight-war-spirits/,IDO on BSCstation,2170000,47850,Gaming,0.01,2021-09-22,21
Blocto,BLT,https://icodrops.com/blocto/,IDO on DexLab,17950000,1700000,DeFi,0.01,2021-09-25,10
Mobius Finance,MOT,https://icodrops.com/mobius-finance/,IEO on Gate.io,2790000,6920,Polygon Ecosystem,0.01,2021-09-25,11
handle.fi,FOREX,https://icodrops.com/handle-fi/,Public Sale,4410000,130199,Lending Platform,0.01,2021-09-21,21
Vera,VERA,https://icodrops.com/vera/,IDO on Polkastarter,4530000,203500,NFT,0.01,2021-09-23,18
Weld.Money,WELD,https://icodrops.com/weld-money/,IDO on A2DAO,3220000,536250,Application,0.03,2021-09-01,9
Allbridge,ABR,https://icodrops.com/allbridge/,IDO on SmartPad,125000,9630000,Bridge Token,0.5,2021-09-21,0
Flourishing AI,AI,https://icodrops.com/flourishing-ai/,IDO on TrustPad,1590000,2480000,BSCPad IDO,0.39,2021-09-21,12
Forest Knight,KNIGHT,https://icodrops.com/forest-knight/,IDO on Gate.io,335000,1040000,NFT,0.07,2021-09-20,9
DeFi11,ILO,https://icodrops.com/defi11/,IDO on Red Kite,3950000,28600,DeFi,0.01,2021-09-20,21
Mobox,MBOX,https://icodrops.com/mobox/,Launchpool,,107090000,Gaming,0.07,2021-08-20,4
Braintrust,BTRST,https://icodrops.com/braintrust/,Main Sale Option 1,141810000,97500000,Web 3.0,0.05,2021-09-09,22
Opulous,OPUL,https://icodrops.com/opulous/,Seed SHO Round 2,6450000,35730000,NFT,1.43,2021-09-17,4
Blin Metaverse,BLIN,https://icodrops.com/blin-metaverse/,IDO on Gate.io,100000,79800000,Metaverse,0.01,2021-09-16,0
Monsta Infinite,MONI,https://icodrops.com/monsta-infinite/,IDO on MoonStarter,4430000,1690000,Play to Earn,0.03,2021-09-16,12
Floki Inu,FLOKI,https://icodrops.com/floki-inu/,IDO on Gate.io,6340000,1720000000,Meme,3.9,2021-09-16,1
Cardax,CDX,https://icodrops.com/cardax/,Public Sale,14400000,430000000,DEX,1.16,2021-09-13,0
Gelato,GEL,https://icodrops.com/gelato/,Public Sale Dolphin Pool,28200000,112660000,Blockchain Service,0.9,2021-09-13,14
Instaraise,INSTA,https://icodrops.com/instaraise/,Public sale (IEO on MEXC Global),1210000,9200000,DeFi,0.12,2021-09-09,12
AirNFTs,AIRT,https://icodrops.com/airnfts/,Public Sale,,50000000,Marketplace,,2021-09-01,0
Perpetual Protocol,PERP,https://icodrops.com/perpetual-protocol/,LBP by Balancer,14560000,118840000,Perpetual,0.48,2021-09-01,5
GameFi,GAFI,https://icodrops.com/gamefi/,IDO on GameFi,2250000,55480000,Gaming,3.72,2021-09-10,5
Talken,TALK,https://icodrops.com/talken/,IEO on Gate.io,1050000,10210000,NFT,0.02,2021-09-10,7
The Digital Bank of Africa,DBA,https://icodrops.com/the-digital-bank-of-africa/,Token Sale,,1000000,Banking,,2021-09-01,0
Jax.Network,WJXN,https://icodrops.com/jax-network/,Main Sale,,297460,Blockchain Service,0.01,2021-08-04,0
ProjectX,XIL,https://icodrops.com/projectx/,IEO on Gate.io,1860000,11320,Red Kite IDO,0.01,2021-09-08,13
Creator Platform,CTR,https://icodrops.com/creator-platform/,IDO on Paid Network,2380000,93020,Ignition IDO,0.01,2021-09-08,13
Phantom,PHM,https://icodrops.com/phantom/,IEO on MEXC,9420000,520500,Protocol,0.01,2021-09-08,6
Only1,LIKE,https://icodrops.com/only1/,IDO on Convergence,4430000,15660000,Social,0.14,2021-09-07,16
Vega Protocol,VEGA,https://icodrops.com/vega-protocol/,IEO on Gate.io,59850000,1140000,Derivatives,0.01,2021-09-03,25
Star Atlas,ATLAS,https://icodrops.com/star-atlas/,IDO on Raydium,1750000,123230000,NFT,2.52,2021-09-01,8
Star Atlas DAO,POLIS,https://icodrops.com/star-atlas-dao/,IDO on Raydium,996800,62780000,Gaming,1.31,2021-09-01,7
Knit Finance,KNIT,https://icodrops.com/knit-finance/,Public Sale,1650000,303700,DAO Maker IDO,0.03,2021-09-01,12
Pacific DeFi,PACIFIC,https://icodrops.com/pacific-defi/,Public Sale,400000,30480,Yield Aggregator,0.02,2021-09-01,3
OpenSwap,OSWAP,https://icodrops.com/openswap/,IDO on Impossible Finance,1840000,1820000,Impossible Finance …,0.05,2021-08-26,14
Unvest,UNV,https://icodrops.com/unvest/,IDO on CardStarter,3790000,3340000,DeFi,0.12,2021-08-31,19
YAY.games,YAY,https://icodrops.com/yay-games/,IDO,1900000,1500000,Launchpad,0.14,2021-08-23,11
Swaperry,PERRY,https://icodrops.com/swaperry/,IDO on Red Kite,2060000,10000000,DEX,0.01,2021-09-01,10
BaconDAO,BACON,https://icodrops.com/bacondao/,IEO on Gate.io,895000,7980,Gate.io Launchpad,0.01,2021-08-25,10
Cryptomeda,TECH,https://icodrops.com/cryptomeda/,IDO on Seedify,2750000,4960,Gaming,0.01,2021-08-24,28
CropperFinance,CRP,https://icodrops.com/cropperfinance/,IEO on Gate.io,1080000,655000,DeFi,0.03,2021-08-23,15
CryptoZoon,ZOON,https://icodrops.com/cryptozoon/,IDO on Gate.io,306000,994680,Gaming,0.98,2021-08-19,0
Polytrade,TRADE,https://icodrops.com/polytrade/,IDO on Gate.io,5510000,50170000,Lending Platform,3.34,2021-08-18,15
Daisy Protocol,,https://icodrops.com/daisy-protocol/,Main Sale,84120,644,Blockchain Service,0.01,2021-08-16,0
Impossible Finance,IDIA,https://icodrops.com/impossible-finance/,IDO Round,8100000,60080000,Launchpad,0.8,2021-08-10,20
BitDAO,BIT,https://icodrops.com/bitdao/,IDO on MISO,630000000,12600000000,DAO,0.63,2021-08-16,10
Sukhavati Network,SKT,https://icodrops.com/sukhavati-network/,IDO on Gate.io,8050000,695290,DeFi,0.01,2021-08-10,12
Polkaplay,POLO,https://icodrops.com/polkaplay/,IDO Round 4,1750000,72270,Social,0.01,2021-08-06,12
Lithium,LITH,https://icodrops.com/lithium/,Public Sale,8010000,2940000,DeFi,0.05,2021-08-05,30
Gamestarter,GAME,https://icodrops.com/gamestarter/,Public Sale-SHO,2340000,4900000,NFT,0.61,2021-08-04,8
ETHPad,ETHPAD,https://icodrops.com/ethpad/,IDO on TronPad,450500,368140,BSCPad IDO,1.32,2021-08-04,1
Relay Token,RELAY,https://icodrops.com/relay-token/,IDO on Starter,100000,68840,DeFi,0.01,2021-08-02,0
Hi,HI,https://icodrops.com/hi/,Main Sale,,,Blockchain Service,,2021-06-01,0
Proxy,PRXY,https://icodrops.com/proxy/,IDO on Launchpool,225000,192960,DeFi,0.02,2021-07-30,0
Fanadise,FAN,https://icodrops.com/fanadise/,IDO,4540000,57840,NFT,0.01,2021-07-15,10
CryptoBlades,SKILL,https://icodrops.com/cryptoblades/,IDO on Gate.io,405000,297700,Gaming,0.01,2021-07-28,0
Yield Guild Games,YGG,https://icodrops.com/yield-guild-games/,Public Sale,40830000,499090000,Play to Earn,2.64,2021-07-27,36
CryptoArt.Ai,CART,https://icodrops.com/cryptoart-ai/,IDO,2600000,149300,NFT,0.01,2021-07-18,28
CoinBurp,BURP,https://icodrops.com/coinburp/,IDO on Gate.io,6900000,125750,Play to Earn,0.01,2021-07-26,18
Coin98 Labs,C98,https://icodrops.com/coin98-labs/,Binance Launchpad,20250000,172600000,Wallet,2.31,2021-07-16,18
MyCryptoCheckout,RWD,https://icodrops.com/mycryptocheckout/,Main Sale,,6000000,Payments,,2021-07-13,0
Buying.com,BUY,https://icodrops.com/buyingcom/,IDO on Gate.io,5080000,25760000,Manufacturing,1.04,2021-07-20,0
DeFiCity,DFC,https://icodrops.com/deficity/,IDO,2700000,8940,DeFi,0.01,2021-07-16,7
Omni,OMNI,https://icodrops.com/omni-2/,IDO on Apollo-X,2500000,817680,Blockchain,66.0,2021-07-16,14
Nabox,NABOX,https://icodrops.com/nabox/,Airdrop,1380000,4540000,Wallet,0.15,2021-06-01,14
Rarible,RARI,https://icodrops.com/rarible/,Airdrop for users & NFT holders/buyers,15950000,60500000,NFT,6.15,2020-09-01,11
OpenOcean,OOE,https://icodrops.com/openocean/,IDO on DAO Maker,5770000,8880000,DeFi,0.22,2021-07-10,7
Qredo,QRDO,https://icodrops.com/qredo/,Main Sale Option 2,128419999,12590000,Infrastructure,0.04,2021-07-09,23
Klaytn,KLAY,https://icodrops.com/klaytn/,Binance Launchpool,90000000,1230000000,Blockchain,0.18,2021-06-25,4
Shirtum,SHI,https://icodrops.com/shirtum/,Community Sale,3420000,714270,Sport,0.02,2021-09-01,3
